------------------------------------------------------------------------
Data File: vy1mag_pri_1hr_1997.txt

Data File Header:

Voyager 1 Interplanetary Magnetic Field, Hourly Average

At the time of experiment proposal, it was expected that the required 
accuracy of the measurements would be 0.1 nT, determined by the combined 
noise of the sensors and the spacecraft field. The spacecraft magnetic 
field at the outboard magnetic field sensor, referred to as the primary 
unit, was expected to be 0.2 nT and highly variable, consistent with 
current estimates. Hence, the dual magnetometer design (Ness et al., 
1971, 1973; Behannon et al. 1977). 

At distances > 40 AU, the heliospheric magnetic fields are generally 
much weaker than 0.4 nT; the average magnetic field strength near 40 AU 
and 85 AU is about 0.15 nT and 0.05 nT, respectively. The use of roll 
calibrations lasting  about 6 hours permits determination of the effective 
zero levels for the two independent magnetic axes that are perpendicular 
to the roll axis (which is nearly parallel to the radius vector to the 
Sun) at intervals of about 3 months. There is no roll calibration for the 
third magnetic axis. Comparison of the two derived magnetic vectors 
from the two magnetometers permits validation of the primary magnetometer 
data with an accuracy of 0.02 to 0.05 nT. A discussion of the 
uncertainties that must be considered when using these data is given in 
the Appendix of Burlaga et al. [1994] and in Appendix A of Burlaga et 
al. [2002].

References:

Behannon, K.W., M.H. Acuna, L.F. Burlaga, R.P. Lepping, N.F. Ness, and 
F.M. Neubauer, Magnetic-Field Experiment for Voyager-1 and Voyager-2, 
Space Science Reviews, 21 (3), 235-257, 1977.

Burlaga, L.F., Merged interaction regions and large-scale magnetic 
field fluctuations during 1991 - Voyager-2 observations, J. Geophys. Res., 
99 (A10), 19341-19350, 1994.

Burlaga, L.F., N.F. Ness, Y.-M. Wang, and N.R. Sheeley Jr., Heliospheric 
magnetic field strength and polarity from 1 to 81 AU during the ascending 
phase of solar cycle 23, J. Geophys. Res., 107 (A11), 1410, 2002.

Ness, N., K.W. Behannon, R. Lepping, and K.H. Schatten, J. Geophys. Res.,
76, 3564, 1971.

Ness et al., 1973

The data fields in six tab-delimited columns are as follows:

   Col 1  The spacecraft number (1 for Voyager 1, 2 for Voyager 2)
   Col 2  The time in decimal year. (90.00000 is day 1 of 1990)
   Col 3  The magnetic field strength,  F1, computed from high-resolution      
          observations.
   Col 4  The elevation angle (degrees) in heliographic coordinates.
   Col 5  The azimuthal angle (degrees) in heliographic coordinates. 
   Col 6  The magnetic field strength, F2, computed from hour averages 
          of the components. The components of B can be computed from F2 
          and the two angles.

Data Set Contact:

Dr. Len Burlaga
Code 612.2
NASA Goddard Space Flight Center
Greenbelt, MD 20771
Tel.: 301-286-5956
Fax: 301-286-1433
E-mail: lburlaga@pop600.gsfc.nasa.gov

------------------------------------------------------------------------ 

SN      DecimalYear     F1Mag   ElevAng AzimAng F2Mag

97.00228279	0.029	35.4	278.8	0.028
97.00239695	0.038	41.4	263.8	0.037
97.0025111	0.045	30.1	264.1	0.045
97.00262526	0.039	36	267.4	0.038
97.00273941	0.031	46.1	270.6	0.031
97.00285357	0.034	47.9	283.9	0.033
97.00296772	0.054	15.1	264	0.053
97.00308188	0.038	21.2	265	0.037
97.00319604	0.046	16.2	275.8	0.046
97.00331019	0.045	21.1	274.3	0.045
97.00342435	0.039	19.5	274.5	0.038
97.0035385	0.03	36.5	269.7	0.029
97.00365266	0.029	44.3	261.2	0.028
97.00376681	0.041	36.3	270.3	0.04
97.00388097	0.035	39.7	276.8	0.034
97.00399512	0.042	35.2	278.8	0.042
97.00410928	0.033	53.2	285.6	0.032
97.00422343	0.041	41.9	270.8	0.04
97.00433759	0.038	55.4	271.8	0.037
97.00490836	0.033	51.6	256.8	0.033
97.00502252	0.036	54.7	247.1	0.035
97.00513667	0.03	48.6	238.5	0.029
97.00525083	0.038	43.2	260.8	0.037
97.00536498	0.037	55.3	266.8	0.036
97.00547914	0.028	61.9	256.9	0.027
97.0055933	0.033	57.3	256.7	0.031
97.00570745	0.03	35.3	257.9	0.028
97.00582161	0.03	68.2	270	0.028
97.00593576	0.025	35.1	284.6	0.023
97.00604992	0.018	51	286.7	0.016
97.00616407	0.021	26.6	271.5	0.019
97.00627823	0.038	-4.8	283.1	0.037
97.00639238	0.032	5.7	289.8	0.03
97.00650654	0.039	27.8	266.5	0.039
97.00662069	0.032	50.9	280.8	0.032
97.00673485	0.031	43.9	280.4	0.03
97.006849	0.027	69.6	256.9	0.026
97.00696316	0.025	58.8	265	0.024
97.00707731	0.023	57.5	271.2	0.022
97.00799056	0.025	20.3	258	0.023
97.00810471	0.021	37.2	250.9	0.02
97.00821887	0.027	44	257.2	0.025
97.00833302	0.022	79.9	201.8	0.021
97.00844718	0.02	63	292	0.019
97.0089038	0.028	63.5	286.9	0.027
97.00901795	0.03	54.3	291.2	0.029
97.00913211	0.025	55.9	299	0.023
97.00924626	0.024	57.7	319.9	0.023
97.00936042	0.038	57	302.3	0.038
97.00947457	0.037	60.6	301.6	0.035
97.00958873	0.042	37.1	286.4	0.041
97.01073028	0.056	34.1	280.5	0.056
97.01084444	0.044	33.4	280.1	0.043
97.01095859	0.033	56.5	306.2	0.032
97.01107275	0.036	45	297.2	0.035
97.0111869	0.042	45.8	292.9	0.041
97.01130106	0.03	48.7	294.1	0.029
97.01141521	0.029	53.2	290.1	0.028
97.01152937	0.031	52	283.3	0.03
97.01164352	0.034	53.1	285.4	0.033
97.01175768	0.037	48	277.7	0.036
97.01187183	0.032	51.9	283.5	0.031
