------------------------------------------------------------------------
Data File: vy1mag_pri_1hr_2002.txt

Data File Header:

Voyager 1 Interplanetary Magnetic Field, Hourly Average

At the time of experiment proposal, it was expected that the required 
accuracy of the measurements would be 0.1 nT, determined by the combined 
noise of the sensors and the spacecraft field. The spacecraft magnetic 
field at the outboard magnetic field sensor, referred to as the primary 
unit, was expected to be 0.2 nT and highly variable, consistent with 
current estimates. Hence, the dual magnetometer design (Ness et al., 
1971, 1973; Behannon et al. 1977). 

At distances > 40 AU, the heliospheric magnetic fields are generally 
much weaker than 0.4 nT; the average magnetic field strength near 40 AU 
and 85 AU is about 0.15 nT and 0.05 nT, respectively. The use of roll 
calibrations lasting  about 6 hours permits determination of the effective 
zero levels for the two independent magnetic axes that are perpendicular 
to the roll axis (which is nearly parallel to the radius vector to the 
Sun) at intervals of about 3 months. There is no roll calibration for the 
third magnetic axis. Comparison of the two derived magnetic vectors 
from the two magnetometers permits validation of the primary magnetometer 
data with an accuracy of 0.02 to 0.05 nT. A discussion of the 
uncertainties that must be considered when using these data is given in 
the Appendix of Burlaga et al. [1994] and in Appendix A of Burlaga et 
al. [2002].

References:

Behannon, K.W., M.H. Acuna, L.F. Burlaga, R.P. Lepping, N.F. Ness, and 
F.M. Neubauer, Magnetic-Field Experiment for Voyager-1 and Voyager-2, 
Space Science Reviews, 21 (3), 235-257, 1977.

Burlaga, L.F., Merged interaction regions and large-scale magnetic 
field fluctuations during 1991 - Voyager-2 observations, J. Geophys. Res., 
99 (A10), 19341-19350, 1994.

Burlaga, L.F., N.F. Ness, Y.-M. Wang, and N.R. Sheeley Jr., Heliospheric 
magnetic field strength and polarity from 1 to 81 AU during the ascending 
phase of solar cycle 23, J. Geophys. Res., 107 (A11), 1410, 2002.

Ness, N., K.W. Behannon, R. Lepping, and K.H. Schatten, J. Geophys. Res.,
76, 3564, 1971.

Ness et al., 1973

The data fields in six tab-delimited columns are as follows:

   Col 1  The spacecraft number (1 for Voyager 1, 2 for Voyager 2)
   Col 2  The time in decimal year. (90.00000 is day 1 of 1990)
   Col 3  The magnetic field strength,  F1, computed from high-resolution      
          observations.
   Col 4  The elevation angle (degrees) in heliographic coordinates.
   Col 5  The azimuthal angle (degrees) in heliographic coordinates. 
   Col 6  The magnetic field strength, F2, computed from hour averages 
          of the components. The components of B can be computed from F2 
          and the two angles.

Data Set Contact:

Dr. Len Burlaga
Code 612.2
NASA Goddard Space Flight Center
Greenbelt, MD 20771
Tel.: 301-286-5956
Fax: 301-286-1433
E-mail: lburlaga@pop600.gsfc.nasa.gov

------------------------------------------------------------------------ 

SN      DecimalYear     F1Mag   ElevAng AzimAng F2Mag
1	2.00022831	0.051	-11.5	97.1	0.051
1	2.00034247	0.057	-14.8	97.1	0.056
1	2.00045662	0.043	-9.6	108	0.042
1	2.00057078	0.025	-10.3	121.2	0.022
1	2.00068493	0.041	-3.1	102.9	0.041
1	2.00079909	0.054	2.8	103	0.053
1	2.00091324	0.048	6.1	96.8	0.047
1	2.0010274	0.033	7.7	106.5	0.032
1	2.00114155	0.036	18.7	93.6	0.035
1	2.0022831	0.047	5.3	95.9	0.046
1	2.00239726	0.041	-6.9	95.2	0.04
1	2.00251142	0.041	-8.3	92	0.04
1	2.00273973	0.031	-5.9	103.4	0.03
1	2.00285388	0.046	-5	98.8	0.045
1	2.00296804	0.041	-6.2	107.4	0.04
1	2.0033105	0.058	-5.9	96.2	0.057
1	2.00353881	0.044	16.7	68	0.044
1	2.00365297	0.058	6.6	71.1	0.057
1	2.00376712	0.063	5.5	77.8	0.063
1	2.00388128	0.059	12.5	85.4	0.058
1	2.00502283	0.036	21.9	82	0.036
1	2.00559361	0.044	19	82.4	0.044
1	2.00570776	0.044	7.8	86.6	0.044
1	2.00627854	0.041	9.2	80.3	0.04
1	2.00639269	0.052	1.9	79.1	0.051
1	2.00650685	0.038	-3.7	82.5	0.037
1	2.006621	0.047	-0.8	80.7	0.046
1	2.00742009	0.036	2.7	88	0.036
1	2.00753425	0.04	13.3	82.8	0.04
1	2.0076484	0.047	8.7	93.7	0.046
1	2.00776256	0.047	2.8	92.8	0.047
1	2.00787671	0.042	3.6	88.7	0.041
1	2.00799087	0.039	8.3	80.4	0.039
1	2.00833333	0.041	8	76.2	0.04
1	2.00844749	0.049	8.4	83.3	0.049
1	2.00856164	0.044	6.5	80.5	0.043
1	2.0086758	0.031	13	77.7	0.031
1	2.01050228	0.044	-8	93.3	0.044
1	2.01061644	0.038	-12.2	90.8	0.038
1	2.01073059	0.039	-1.5	89.9	0.038
1	2.01084475	0.033	-0.6	83.9	0.032
1	2.0109589	0.028	2.6	90.9	0.027
1	2.01141552	0.029	0.8	92.4	0.029
1	2.01152968	0.034	-0.5	99.9	0.033
1	2.01164384	0.031	1.2	102.2	0.03
1	2.01175799	0.032	-0.6	104.7	0.031
1	2.01187215	0.029	6.6	106.5	0.028
1	2.0119863	0.029	11.6	107.3	0.028
1	2.01210046	0.023	22.7	78.4	0.022
1	2.01221461	0.025	10.9	87.5	0.024
1	2.01289954	0.027	9.3	86.8	0.027
1	2.0130137	0.023	-10.8	82.3	0.022
1	2.01312785	0.028	2.1	88.9	0.027
1	2.01324201	0.023	4.1	98.8	0.022
1	2.01335616	0.02	17.5	85.9	0.019
