------------------------------------------------------------------------
Data File: vy2mag_pri_1hr_1996.txt

Data File Header:

Voyager 2 Interplanetary Magnetic Field, Hourly Average

At the time of experiment proposal, it was expected that the required 
accuracy of the measurements would be 0.1 nT, determined by the combined 
noise of the sensors and the spacecraft field. The spacecraft magnetic 
field at the outboard magnetic field sensor, referred to as the primary 
unit, was expected to be 0.2 nT and highly variable, consistent with 
current estimates. Hence, the dual magnetometer design (Ness et al., 
1971, 1973; Behannon et al. 1977). 

At distances > 40 AU, the heliospheric magnetic fields are generally 
much weaker than 0.4 nT; the average magnetic field strength near 40 AU 
and 85 AU is about 0.15 nT and 0.05 nT, respectively. The use of roll 
calibrations lasting  about 6 hours permits determination of the effective 
zero levels for the two independent magnetic axes that are perpendicular 
to the roll axis (which is nearly parallel to the radius vector to the 
Sun) at intervals of about 3 months. There is no roll calibration for the 
third magnetic axis. Comparison of the two derived magnetic vectors 
from the two magnetometers permits validation of the primary magnetometer 
data with an accuracy of 0.02 to 0.05 nT. A discussion of the 
uncertainties that must be considered when using these data is given in 
the Appendix of Burlaga et al. [1994] and in Appendix A of Burlaga et 
al. [2002].

References:

Behannon, K.W., M.H. Acuna, L.F. Burlaga, R.P. Lepping, N.F. Ness, and 
F.M. Neubauer, Magnetic-Field Experiment for Voyager-1 and Voyager-2, 
Space Science Reviews, 21 (3), 235-257, 1977.

Burlaga, L.F., Merged interaction regions and large-scale magnetic 
field fluctuations during 1991 - Voyager-2 observations, J. Geophys. Res., 
99 (A10), 19341-19350, 1994.

Burlaga, L.F., N.F. Ness, Y.-M. Wang, and N.R. Sheeley Jr., Heliospheric 
magnetic field strength and polarity from 1 to 81 AU during the ascending 
phase of solar cycle 23, J. Geophys. Res., 107 (A11), 1410, 2002.

Ness, N., K.W. Behannon, R. Lepping, and K.H. Schatten, J. Geophys. Res.,
76, 3564, 1971.

Ness et al., 1973

The data fields in six tab-delimited columns are as follows:

   Col 1  The spacecraft number (1 for Voyager 1, 2 for Voyager 2)
   Col 2  The time in decimal year. (90.00000 is day 1 of 1990)
   Col 3  The magnetic field strength,  F1, computed from high-resolution      
          observations.
   Col 4  The elevation angle (degrees) in heliographic coordinates.
   Col 5  The azimuthal angle (degrees) in heliographic coordinates. 
   Col 6  The magnetic field strength, F2, computed from hour averages 
          of the components. The components of B can be computed from F2 
          and the two angles.

Data Set Contact:

Dr. Len Burlaga
Code 612.2
NASA Goddard Space Flight Center
Greenbelt, MD 20771
Tel.: 301-286-5956
Fax: 301-286-1433
E-mail: lburlaga@pop600.gsfc.nasa.gov

------------------------------------------------------------------------ 

SN      DecimalYear     F1Mag   ElevAng AzimAng F2Mag

2	96.00045569	999	999	999	999
2	96.00056953	0.105	-32.6	79	0.104
2	96.00068337	0.1	-31.6	77	0.1
2	96.00079722	0.11	-27.5	80.9	0.11
2	96.00136643	0.057	-31	119.9	0.056
2	96.00148028	0.058	-32.3	121	0.057
2	96.00159412	0.065	-52.4	139.6	0.063
2	96.00170796	0.046	-4.1	153.7	0.043
2	96.00182181	0.057	11.6	134.7	0.057
2	96.00193565	0.042	-5.7	158.2	0.034
2	96.00204949	0.044	3.7	159.5	0.039
2	96.00216334	0.053	10.7	157.5	0.052
2	96.00227718	0.059	18.6	164.8	0.058
2	96.00239102	0.033	-0.8	175.1	0.03
2	96.00250487	0.047	13.7	181.5	0.046
2	96.00261871	0.07	3.4	171.5	0.057
2	96.00273255	0.053	44.9	178.1	0.047
2	96.0028464	0.06	48	227.1	0.058
2	96.00296024	0.064	50.2	235.1	0.063
2	96.00318793	0.047	-14.6	82.7	0.047
2	96.00330177	0.061	-25.7	69.9	0.06
2	96.00341561	0.07	-32.5	69.3	0.069
2	96.00352946	0.068	-20.6	82.8	0.065
2	96.00409867	0.073	4.3	348.8	0.072
2	96.00421252	0.062	-1.4	353	0.06
2	96.00432636	0.066	-6.8	345	0.065
2	96.0044402	0.078	-9.4	346.2	0.077
2	96.00455405	0.06	4.1	344.2	0.059
2	96.00466789	0.067	-4.4	337.2	0.066
2	96.00478173	0.053	3.2	336.7	0.048
2	96.00489558	0.036	-39.4	108.4	0.021
2	96.00500942	0.054	-56.6	70.2	0.053
2	96.00512326	0.056	-55	50.4	0.055
2	96.00523711	0.058	-57.2	48.4	0.057
2	96.00535095	0.076	-56.9	30.9	0.075
2	96.00546479	0.082	-55.2	23.1	0.081
2	96.00557864	0.08	-36.6	8	0.078
2	96.00569248	0.087	-22.6	356	0.086
2	96.00580632	0.089	-17.4	348.3	0.088
2	96.00592017	0.051	3.3	291.9	0.051
2	96.00603401	0.07	28	264.3	0.063
2	96.00614785	0.072	24.6	258.2	0.07
2	96.0062617	0.057	14.9	267.8	0.057
2	96.00683091	0.074	-24.2	167.6	0.073
2	96.00694476	0.082	-37.1	138.7	0.081
2	96.0070586	0.084	-42.5	120.6	0.081
2	96.00717244	0.073	-49.4	98.4	0.07
2	96.00728629	0.071	-51.6	87.1	0.067
2	96.00740013	0.05	-36.1	27.8	0.049
2	96.00751397	0.025	-44.6	338.8	0.02
2	96.00762782	0.033	-12.1	286.6	0.031
2	96.00774166	0.035	-20.3	230.1	0.033
2	96.0078555	0.049	-19.1	220.2	0.044
2	96.00796935	0.047	-16.9	227.5	0.045
2	96.00808319	0.048	-12.1	242.1	0.047
2	96.00819703	0.045	-20.2	242.8	0.044
2	96.00831088	0.064	20.8	252.7	0.061
2	96.00842472	0.078	24.9	244.5	0.077
2	96.00853856	0.071	28.2	245.9	0.071
2	96.00865241	0.064	34.7	244.1	0.064
2	96.00876625	0.071	32.3	243.9	0.07
2	96.00888009	0.071	32.7	247.8	0.07
2	96.00899394	0.074	35.1	257.7	0.073
2	96.00944931	0.041	37.1	263.5	0.041
2	96.00956315	0.049	29.3	252.2	0.047
2	96.009677	0.037	76.9	283.2	0.033
2	96.00979084	0.037	-27.4	247.8	0.029
2	96.00990468	0.04	-49	241.4	0.038
2	96.01001853	0.042	-43.2	235.2	0.041
2	96.01013237	0.056	-44.7	238.8	0.054
2	96.01024621	0.034	-52.1	242.4	0.031
2	96.01036006	0.025	-35.3	188.7	0.022
2	96.0104739	0.044	-26	201.9	0.042
2	96.01058774	0.066	-35.7	193.4	0.065
2	96.01070159	0.075	-36.1	153.2	0.074
2	96.01081543	0.077	-41.1	128	0.077
2	96.01092927	0.084	-37.6	116.7	0.084
2	96.01104312	0.094	-38.9	99	0.093
2	96.01115696	0.086	-36.8	84.9	0.085
2	96.0112708	0.082	-33	75.3	0.082
2	96.01218155	0.04	-42.1	15.7	0.04
2	96.01229539	0.027	-57.6	6.3	0.025
2	96.01240924	0.03	-70.6	23.4	0.027
2	96.01252308	0.036	-73.3	93.1	0.035
2	96.01263692	0.036	-75.5	124.6	0.036
2	96.01275077	0.031	-81.6	272.6	0.029
2	96.01286461	0.029	-85.1	194.7	0.026
2	96.01297845	0.027	-72.4	215	0.026
2	96.0130923	0.03	-68.4	119.8	0.027
2	96.01320614	0.031	-71.6	115.9	0.03
2	96.01331998	0.027	-53.1	66.2	0.024
2	96.01343383	0.019	-48.4	117.8	0.016
2	96.01354767	0.011	-17.9	206.3	0.006
2	96.01366151	0.04	-76.7	229.5	0.037
2	96.01377536	0.043	-84.8	127.6	0.042
2	96.0138892	0.057	-82.1	235.8	0.056
2	96.01400304	0.06	-72.5	260.1	0.058
2	96.01411689	0.062	-85.5	242.5	0.061
2	96.01423073	0.049	-67.3	236	0.046
2	96.01434457	0.05	-54.3	233	0.049
2	96.01445842	0.043	-51.2	228.5	0.043
2	96.01502763	0.024	4.2	240.4	0.021
2	96.01514148	0.019	-9.2	248.1	0.017
2	96.01525532	0.025	7.9	239.7	0.022
2	96.01536916	0.024	19.9	214.8	0.022
2	96.01548301	0.028	50.3	225.5	0.026
2	96.01559685	0.037	62.4	241.4	0.035
2	96.01571069	0.038	49.5	213.2	0.036
2	96.01582454	0.043	66.8	221.3	0.04
2	96.01593838	0.053	57.4	247	0.051
2	96.01605222	0.049	81.3	339.7	0.041
2	96.01616607	0.046	-62.6	23.9	0.037
2	96.01627991	0.054	-88	211.9	0.052
2	96.01639375	0.046	-78.3	14.7	0.044
2	96.0165076	0.04	-60.7	21.1	0.039
2	96.01662144	0.023	-48.7	18.3	0.021
2	96.01684913	0.017	-62.8	76.1	0.013
2	96.01696297	0.022	-17.2	44.3	0.018
2	96.01707681	0.021	-2.1	46.7	0.019
