------------------------------------------------------------------------
Data File: vy2mag_pri_1hr_1998.txt

Data File Header:

Voyager 2 Interplanetary Magnetic Field, Hourly Average

At the time of experiment proposal, it was expected that the required 
accuracy of the measurements would be 0.1 nT, determined by the combined 
noise of the sensors and the spacecraft field. The spacecraft magnetic 
field at the outboard magnetic field sensor, referred to as the primary 
unit, was expected to be 0.2 nT and highly variable, consistent with 
current estimates. Hence, the dual magnetometer design (Ness et al., 
1971, 1973; Behannon et al. 1977). 

At distances > 40 AU, the heliospheric magnetic fields are generally 
much weaker than 0.4 nT; the average magnetic field strength near 40 AU 
and 85 AU is about 0.15 nT and 0.05 nT, respectively. The use of roll 
calibrations lasting  about 6 hours permits determination of the effective 
zero levels for the two independent magnetic axes that are perpendicular 
to the roll axis (which is nearly parallel to the radius vector to the 
Sun) at intervals of about 3 months. There is no roll calibration for the 
third magnetic axis. Comparison of the two derived magnetic vectors 
from the two magnetometers permits validation of the primary magnetometer 
data with an accuracy of 0.02 to 0.05 nT. A discussion of the 
uncertainties that must be considered when using these data is given in 
the Appendix of Burlaga et al. [1994] and in Appendix A of Burlaga et 
al. [2002].

References:

Behannon, K.W., M.H. Acuna, L.F. Burlaga, R.P. Lepping, N.F. Ness, and 
F.M. Neubauer, Magnetic-Field Experiment for Voyager-1 and Voyager-2, 
Space Science Reviews, 21 (3), 235-257, 1977.

Burlaga, L.F., Merged interaction regions and large-scale magnetic 
field fluctuations during 1991 - Voyager-2 observations, J. Geophys. Res., 
99 (A10), 19341-19350, 1994.

Burlaga, L.F., N.F. Ness, Y.-M. Wang, and N.R. Sheeley Jr., Heliospheric 
magnetic field strength and polarity from 1 to 81 AU during the ascending 
phase of solar cycle 23, J. Geophys. Res., 107 (A11), 1410, 2002.

Ness, N., K.W. Behannon, R. Lepping, and K.H. Schatten, J. Geophys. Res.,
76, 3564, 1971.

Ness et al., 1973

The data fields in six tab-delimited columns are as follows:

   Col 1  The spacecraft number (1 for Voyager 1, 2 for Voyager 2)
   Col 2  The time in decimal year. (90.00000 is day 1 of 1990)
   Col 3  The magnetic field strength,  F1, computed from high-resolution      
          observations.
   Col 4  The elevation angle (degrees) in heliographic coordinates.
   Col 5  The azimuthal angle (degrees) in heliographic coordinates. 
   Col 6  The magnetic field strength, F2, computed from hour averages 
          of the components. The components of B can be computed from F2 
          and the two angles.

Data Set Contact:

Dr. Len Burlaga
Code 612.2
NASA Goddard Space Flight Center
Greenbelt, MD 20771
Tel.: 301-286-5956
Fax: 301-286-1433
E-mail: lburlaga@pop600.gsfc.nasa.gov

------------------------------------------------------------------------ 

SN      DecimalYear     F1Mag   ElevAng AzimAng F2Mag

2	98.00000000	999	999	999	999
2	98.00011416	0.057	-28.2	100.7	0.056
2	98.00022831	0.057	-25.4	90.7	0.056
2	98.00194064	0.019	-33.7	177.1	0.018
2	98.00205479	0.025	-1.4	322.4	0.017
2	98.00216895	0.068	-24.2	26.8	0.051
2	98.0022831	0.022	-45.8	166.3	0.02
2	98.00239726	0.015	-27.5	262.3	0.013
2	98.00251142	0.021	-15	277.2	0.019
2	98.00262557	0.013	-16.9	266.4	0.01
2	98.00273973	0.016	-27.6	247.9	0.01
2	98.00285388	0.025	-12.8	181.2	0.023
2	98.00399543	0.031	37.3	289.2	0.028
2	98.00410959	0.028	42.9	311.4	0.027
2	98.00422374	0.036	45.2	224	0.031
2	98.0043379	0.05	28.7	195.4	0.049
2	98.00456621	0.058	10.6	176.2	0.058
2	98.00468037	0.055	27.1	201.6	0.054
2	98.00479452	0.056	14	185.7	0.055
2	98.00490868	0.05	5.4	177.9	0.049
2	98.00502283	0.045	-7.2	163.4	0.044
2	98.00513699	0.047	-16	158.3	0.046
2	98.00525114	0.044	-15.9	140.4	0.043
2	98.0053653	0.048	-20.9	142.5	0.047
2	98.00547945	0.052	-12.4	139.6	0.052
2	98.00559361	0.059	-18.3	134.3	0.058
2	98.00673516	0.069	-15.1	110	0.068
2	98.00684931	0.073	-22	106.5	0.072
2	98.00696347	0.076	-24.4	101	0.076
2	98.00707763	0.069	-17.9	100.2	0.068
2	98.00719178	0.079	-21.5	94.4	0.079
2	98.00730594	0.092	-22.4	78.1	0.091
2	98.00742009	0.089	-22.1	68.5	0.089
2	98.00753425	0.085	-24.1	82.5	0.084
2	98.0076484	0.07	-25.9	86	0.068
2	98.00776256	0.078	-27.3	84.7	0.078
2	98.00787671	0.083	-25.4	82.2	0.082
2	98.00799087	0.082	-26.5	78	0.082
2	98.00810502	0.08	-25.3	79.7	0.08
2	98.00821918	0.082	-24.9	81.6	0.081
2	98.00833333	0.079	-24.7	90.1	0.078
2	98.00844749	0.077	-26.9	81.3	0.077
2	98.00947489	0.079	-41.9	68.9	0.078
2	98.00958904	0.069	-35.6	80.3	0.068
2	98.0097032	0.068	-37.3	88.4	0.067
2	98.00981735	0.067	-44.6	91.6	0.066
2	98.00993151	0.069	-38.7	89.4	0.069
2	98.01004566	0.059	-30.4	109.4	0.058
2	98.01015982	0.066	-23.8	114.6	0.065
2	98.01027397	0.076	-23.9	105.2	0.075
2	98.01038813	0.078	-20.6	112.4	0.076
2	98.01050228	0.073	-20.6	99.7	0.072
2	98.01061644	0.071	-12.9	118.2	0.07
2	98.01073059	0.064	-30.1	116.2	0.062
2	98.01084475	0.073	-21.7	114.5	0.07
2	98.0109589	0.051	-12.7	132.3	0.049
2	98.01107306	0.058	-10.6	127.2	0.058
2	98.01210046	0.048	-18.1	134.8	0.048
2	98.01221461	0.046	-19.1	130.3	0.045
2	98.01232877	0.048	-26.8	133.6	0.047
2	98.01244292	0.049	-21	132.1	0.048
2	98.01255708	0.048	-32.9	128.1	0.047
2	98.01267123	0.059	-27.6	107.8	0.059
2	98.01278539	0.065	-25.8	106.5	0.064
2	98.01289954	0.051	-19.9	132.5	0.05
2	98.0130137	0.067	-12	126.1	0.067
2	98.01312785	0.061	-15.3	121.7	0.061
2	98.01347032	0.048	-15.6	126.5	0.047
2	98.01358447	0.052	-21.1	115.4	0.052
2	98.01369863	0.055	-12.1	121.8	0.054
2	98.01381279	0.067	-13.1	118	0.067
2	98.01392694	0.065	-15.8	117.7	0.064
2	98.01484018	0.07	-10	113.8	0.069
2	98.01495434	0.061	-19.5	124.4	0.06
2	98.01506849	0.061	-22.5	109.2	0.06
2	98.01518265	0.058	-24.7	114.4	0.057
2	98.0152968	0.055	-24	115.6	0.055
2	98.01541096	0.046	-20.6	136.2	0.045
2	98.01552511	0.035	-23.4	151.2	0.033
2	98.01563927	0.044	-25.9	136.2	0.043
2	98.01575342	0.05	-22	128.7	0.049
2	98.01586758	0.059	-24.2	111.9	0.059
2	98.01598173	0.063	-26.8	96.2	0.062
2	98.01609589	0.065	-23.2	115.8	0.064
2	98.01621005	0.056	-23.5	109.2	0.055
2	98.0163242	0.065	-24.3	104.1	0.064
2	98.01643836	0.059	-21.3	103.6	0.058
2	98.01655251	0.058	-19.9	110.6	0.056
