------------------------------------------------------------------------
Data File: vy2mag_pri_1hr_2001.txt

Data File Header:

Voyager 2 Interplanetary Magnetic Field, Hourly Average

At the time of experiment proposal, it was expected that the required 
accuracy of the measurements would be 0.1 nT, determined by the combined 
noise of the sensors and the spacecraft field. The spacecraft magnetic 
field at the outboard magnetic field sensor, referred to as the primary 
unit, was expected to be 0.2 nT and highly variable, consistent with 
current estimates. Hence, the dual magnetometer design (Ness et al., 
1971, 1973; Behannon et al. 1977). 

At distances > 40 AU, the heliospheric magnetic fields are generally 
much weaker than 0.4 nT; the average magnetic field strength near 40 AU 
and 85 AU is about 0.15 nT and 0.05 nT, respectively. The use of roll 
calibrations lasting  about 6 hours permits determination of the effective 
zero levels for the two independent magnetic axes that are perpendicular 
to the roll axis (which is nearly parallel to the radius vector to the 
Sun) at intervals of about 3 months. There is no roll calibration for the 
third magnetic axis. Comparison of the two derived magnetic vectors 
from the two magnetometers permits validation of the primary magnetometer 
data with an accuracy of 0.02 to 0.05 nT. A discussion of the 
uncertainties that must be considered when using these data is given in 
the Appendix of Burlaga et al. [1994] and in Appendix A of Burlaga et 
al. [2002].

References:

Behannon, K.W., M.H. Acuna, L.F. Burlaga, R.P. Lepping, N.F. Ness, and 
F.M. Neubauer, Magnetic-Field Experiment for Voyager-1 and Voyager-2, 
Space Science Reviews, 21 (3), 235-257, 1977.

Burlaga, L.F., Merged interaction regions and large-scale magnetic 
field fluctuations during 1991 - Voyager-2 observations, J. Geophys. Res., 
99 (A10), 19341-19350, 1994.

Burlaga, L.F., N.F. Ness, Y.-M. Wang, and N.R. Sheeley Jr., Heliospheric 
magnetic field strength and polarity from 1 to 81 AU during the ascending 
phase of solar cycle 23, J. Geophys. Res., 107 (A11), 1410, 2002.

Ness, N., K.W. Behannon, R. Lepping, and K.H. Schatten, J. Geophys. Res.,
76, 3564, 1971.

Ness et al., 1973

The data fields in six tab-delimited columns are as follows:

   Col 1  The spacecraft number (1 for Voyager 1, 2 for Voyager 2)
   Col 2  The time in decimal year. (90.00000 is day 1 of 1990)
   Col 3  The magnetic field strength,  F1, computed from high-resolution      
          observations.
   Col 4  The elevation angle (degrees) in heliographic coordinates.
   Col 5  The azimuthal angle (degrees) in heliographic coordinates. 
   Col 6  The magnetic field strength, F2, computed from hour averages 
          of the components. The components of B can be computed from F2 
          and the two angles.

Data Set Contact:

Dr. Len Burlaga
Code 612.2
NASA Goddard Space Flight Center
Greenbelt, MD 20771
Tel.: 301-286-5956
Fax: 301-286-1433
E-mail: lburlaga@pop600.gsfc.nasa.gov

------------------------------------------------------------------------ 

SN      DecimalYear     F1Mag   ElevAng AzimAng F2Mag
2	1		999	999	999	999
2	1.00011384	0.065	2.3	221.9	0.065
2	1.00102709	0.047	6.9	250.3	0.047
2	1.00114124	0.057	4.5	257.5	0.057
2	1.0012554	0.069	14	268.4	0.068
2	1.00136955	0.065	19.8	263.9	0.064
2	1.00148371	0.077	20.8	258	0.077
2	1.00159786	0.081	20.9	259.1	0.08
2	1.00171202	0.09	20.3	259.1	0.09
2	1.00182617	0.088	20.3	258.6	0.087
2	1.00228279	0.101	13.9	254.3	0.101
2	1.00239695	0.094	14.1	253.2	0.094
2	1.0025111	0.097	12.4	255.1	0.097
2	1.00262526	0.1	8.2	260.2	0.099
2	1.00273941	0.091	7.4	257.5	0.091
2	1.00285357	0.078	7.2	253.1	0.078
2	1.00296772	0.043	7.3	231.4	0.043
2	1.00376681	0.084	8.1	249.4	0.083
2	1.00388097	0.063	16.1	262.8	0.061
2	1.00399512	0.069	30.2	278.1	0.068
2	1.00410928	0.07	34.3	270.7	0.069
2	1.00422343	0.059	39.7	256.5	0.058
2	1.00433759	0.051	38.7	259.2	0.05
2	1.00445174	0.059	25.7	251.4	0.058
2	1.0045659	0.054	21.2	249.2	0.054
2	1.00468005	0.058	23	248.4	0.058
2	1.00479421	999	999	999	999
2	1.00490836	0.065	17.8	241.5	0.065
2	1.00502252	0.056	18.1	236.4	0.055
2	1.00513667	0.055	14.9	243	0.055
2	1.00525083	0.058	12.9	241.2	0.057
2	1.00536498	0.055	10.3	238.2	0.054
2	1.00547914	0.047	2.8	241.9	0.047
2	1.00764809	999	999	999	999
2	1.00776225	0.018	31.7	229.2	0.015
2	1.0078764	0.021	31.4	236.1	0.019
2	1.00799056	0.034	19.7	243.3	0.032
2	1.00810471	0.04	6.7	236.6	0.039
2	1.00821887	0.035	-1.2	233.7	0.031
2	1.00833302	0.038	1.2	244.5	0.036
2	1.00913211	999	999	999	999
2	1.00924626	0.047	-6.2	235.9	0.046
2	1.00936042	0.044	-4.3	231.2	0.042
2	1.00947457	0.046	-17	246.8	0.044
2	1.00958873	0.047	-23.8	255.1	0.047
2	1.00970288	0.042	-48.9	246.9	0.04
2	1.00981704	0.039	-36.4	239.1	0.038
2	1.00993119	0.038	-21.5	241.3	0.036
2	1.01004535	0.04	-24.6	240.1	0.039
2	1.01015951	0.041	-23.6	233.6	0.04
2	1.01232846	999	999	999	999
2	1.01244261	0.044	16.1	252.4	0.043
2	1.01255677	0.037	19.9	237.9	0.034
2	1.01267092	0.032	31.4	248.7	0.026
2	1.01278508	0.036	37.1	255.3	0.034
2	1.01289923	0.034	-6.8	225.6	0.03
2	1.01312754	999	999	999	999
2	1.0132417	0.03	-6.6	251.6	0.029
