------------------------------------------------------------------------
Data File: vy2mag_pri_1hr_1993.txt

Data File Header:

Voyager 2 Interplanetary Magnetic Field, Hourly Average

At the time of experiment proposal, it was expected that the required 
accuracy of the measurements would be 0.1 nT, determined by the combined 
noise of the sensors and the spacecraft field. The spacecraft magnetic 
field at the outboard magnetic field sensor, referred to as the primary 
unit, was expected to be 0.2 nT and highly variable, consistent with 
current estimates. Hence, the dual magnetometer design (Ness et al., 
1971, 1973; Behannon et al. 1977). 

At distances > 40 AU, the heliospheric magnetic fields are generally 
much weaker than 0.4 nT; the average magnetic field strength near 40 AU 
and 85 AU is about 0.15 nT and 0.05 nT, respectively. The use of roll 
calibrations lasting  about 6 hours permits determination of the effective 
zero levels for the two independent magnetic axes that are perpendicular 
to the roll axis (which is nearly parallel to the radius vector to the 
Sun) at intervals of about 3 months. There is no roll calibration for the 
third magnetic axis. Comparison of the two derived magnetic vectors 
from the two magnetometers permits validation of the primary magnetometer 
data with an accuracy of 0.02 to 0.05 nT. A discussion of the 
uncertainties that must be considered when using these data is given in 
the Appendix of Burlaga et al. [1994] and in Appendix A of Burlaga et 
al. [2002].

References:

Behannon, K.W., M.H. Acuna, L.F. Burlaga, R.P. Lepping, N.F. Ness, and 
F.M. Neubauer, Magnetic-Field Experiment for Voyager-1 and Voyager-2, 
Space Science Reviews, 21 (3), 235-257, 1977.

Burlaga, L.F., Merged interaction regions and large-scale magnetic 
field fluctuations during 1991 - Voyager-2 observations, J. Geophys. Res., 
99 (A10), 19341-19350, 1994.

Burlaga, L.F., N.F. Ness, Y.-M. Wang, and N.R. Sheeley Jr., Heliospheric 
magnetic field strength and polarity from 1 to 81 AU during the ascending 
phase of solar cycle 23, J. Geophys. Res., 107 (A11), 1410, 2002.

Ness, N., K.W. Behannon, R. Lepping, and K.H. Schatten, J. Geophys. Res.,
76, 3564, 1971.

Ness et al., 1973

The data fields in six tab-delimited columns are as follows:

   Col 1  The spacecraft number (1 for Voyager 1, 2 for Voyager 2)
   Col 2  The time in decimal year. (90.00000 is day 1 of 1990)
   Col 3  The magnetic field strength,  F1, computed from high-resolution      
          observations.
   Col 4  The elevation angle (degrees) in heliographic coordinates.
   Col 5  The azimuthal angle (degrees) in heliographic coordinates. 
   Col 6  The magnetic field strength, F2, computed from hour averages 
          of the components. The components of B can be computed from F2 
          and the two angles.

Data Set Contact:

Dr. Len Burlaga
Code 612.2
NASA Goddard Space Flight Center
Greenbelt, MD 20771
Tel.: 301-286-5956
Fax: 301-286-1433
E-mail: lburlaga@pop600.gsfc.nasa.gov

------------------------------------------------------------------------ 

SN      DecimalYear     F1Mag   ElevAng AzimAng F2Mag

2	93.00000000	999	999	999	999
2	93.00011384	0.155	27.9	240.7	0.155
2	93.000228	0.135	19.7	259.6	0.134
2	93.00034215	0.134	10.7	258.5	0.133
2	93.0025111	999	999	999	999
2	93.00262526	0.324	6.6	272.5	0.323
2	93.00273941	0.33	5.7	272.1	0.329
2	93.00285357	0.345	6	274	0.345
2	93.00308188	0.325	4	276	0.325
2	93.00319604	999	999	999	999
2	93.00331019	0.316	8.9	270.5	0.315
2	93.00342435	0.287	8.8	269.5	0.287
2	93.0035385	0.259	9.3	267.8	0.258
2	93.00365266	0.239	13.2	260.4	0.239
2	93.00376681	0.247	11.6	263.3	0.246
2	93.00422343	999	999	999	999
2	93.00433759	0.306	9	270.4	0.306
2	93.00445174	0.308	6.2	273.1	0.307
2	93.0045659	0.294	4.4	273.1	0.293
2	93.00468005	0.253	13.8	258.7	0.252
2	93.00479421	0.26	18.1	250.9	0.259
2	93.00490836	0.254	20.7	244.5	0.254
2	93.00502252	0.264	25.3	241	0.264
2	93.00513667	0.277	29.4	240.8	0.277
2	93.00582161	999	999	999	999
2	93.00593576	0.282	11.3	266.7	0.281
2	93.00604992	0.277	20.1	258	0.277
2	93.00616407	0.25	23.4	258.9	0.249
2	93.00627823	0.224	17.5	274.8	0.219
2	93.00639238	999	999	999	999
2	93.00650654	999	999	999	999
2	93.00662069	999	999	999	999
2	93.00673485	0.282	-15.6	289.9	0.282
2	93.006849	0.295	-13.1	291.1	0.295
2	93.00696316	0.299	-14.5	290.8	0.299
2	93.00707731	0.283	-14.6	292	0.283
2	93.00719147	0.304	-14.8	290.9	0.304
2	93.00810471	999	999	999	999
2	93.00821887	0.307	-24.1	292.2	0.306
2	93.00833302	0.305	-21.3	293.2	0.304
2	93.00844718	0.306	-18.2	291.8	0.306
2	93.00856133	0.308	-19	292.1	0.308
2	93.00947457	0.288	-37.7	314.4	0.288
2	93.00958873	0.281	-37.3	314.3	0.281
2	93.00970288	0.279	-37.5	318.7	0.279
2	93.00981704	0.261	-34.3	311.6	0.26
2	93.00993119	0.237	-22	297.4	0.236
2	93.01073028	999	999	999	999
2	93.01084444	0.177	-26.8	297.5	0.176
2	93.01095859	0.186	-32.5	306.1	0.185
2	93.01107275	0.182	-30.3	309.2	0.181
2	93.0111869	0.18	-32.7	308.8	0.179
2	93.01130106	0.181	-35	308.7	0.18
2	93.01210014	999	999	999	999
2	93.0122143	0.159	-28	308.9	0.158
2	93.01232846	0.162	-32.9	307.1	0.161
2	93.01244261	0.167	-32.9	308.3	0.166
2	93.01255677	0.164	-30.9	306.9	0.163
2	93.01267092	0.177	-32.4	309.8	0.176
2	93.01278508	0.171	-34.8	307.2	0.17
2	93.01312754	999	999	999	999
2	93.0132417	0.178	-34.3	308.2	0.177
2	93.01335585	0.173	-31.4	313.2	0.172
2	93.01347001	0.168	-31.1	302.1	0.167
2	93.01358416	0.168	-34.2	304.1	0.167
2	93.01506818	0.158	-44.2	306.8	0.158
2	93.01529649	0.164	-34.1	311.4	0.162
2	93.01620973	999	999	999	999
2	93.01632389	0.13	-21.7	315.2	0.129
2	93.01643804	0.13	-24.7	314	0.129
2	93.0165522	0.12	-25.1	319.2	0.119
2	93.01666635	0.123	-19.4	314.5	0.122
2	93.01678051	0.125	-20.8	314.9	0.123
2	93.01792206	0.119	-22.2	307.7	0.119
2	93.01803622	0.122	-24.1	309.8	0.121
2	93.01815037	0.124	-25.1	307.5	0.123
2	93.01826453	0.127	-24.5	302.7	0.127
2	93.01837868	0.126	-23	293.3	0.125
2	93.01894946	999	999	999	999
2	93.01906361	0.123	-15.1	296.6	0.122
2	93.01917777	0.123	-19.6	294.3	0.122
2	93.01929193	0.122	-20.5	292	0.12
2	93.01940608	0.118	-20.2	285.4	0.117
2	93.01952024	0.124	-20.6	294	0.124
2	93.02031932	999	999	999	999
2	93.02043348	0.12	-33.6	322.5	0.119
2	93.02054763	0.11	-34.8	327.6	0.109
2	93.02066179	0.102	-36.4	328.8	0.101
2	93.02077594	0.098	-45.1	335.2	0.097
2	93.0219175	999	999	999	999
2	93.02203165	0.057	-46.5	308.9	0.056
2	93.02214581	0.057	-49	299.7	0.055
2	93.02328736	999	999	999	999
2	93.02340151	0.062	-22.4	349.6	0.062
2	93.02351567	0.048	-28.8	347.2	0.047
2	93.02362982	0.046	-43.9	347.7	0.045
2	93.02374398	0.038	-49.5	342.5	0.037
2	93.02385814	0.038	-60.3	304.9	0.036
2	93.02397229	0.044	-52.1	348.5	0.044
2	93.02499969	999	999	999	999
2	93.02511384	0.066	-37.8	342.8	0.065
2	93.025228	0.075	-43.1	353.8	0.074
2	93.02534215	0.068	-34.1	340.1	0.067
2	93.02545631	0.072	-28.2	338.6	0.07
2	93.02557046	0.069	-27.6	337	0.067
2	93.02579877	999	999	999	999
2	93.02591293	0.078	-54.2	43.6	0.077
2	93.02602708	0.075	-44	3.2	0.073
2	93.02614124	0.078	-42.1	352.1	0.077
2	93.0262554	0.075	-36.7	331.7	0.073
2	93.02636955	0.067	-32.8	312.6	0.066
2	93.02716864	999	999	999	999
2	93.02728279	0.057	-41.5	315.9	0.056
2	93.02739695	0.045	-33.6	286.4	0.04
2	93.0275111	0.048	-37.5	217.1	0.041
2	93.02762526	0.071	-40.6	169.6	0.07
2	93.02773941	0.077	-34.4	156.5	0.077
2	93.0285385	999	999	999	999
2	93.02865266	0.051	-41.4	39.6	0.051
2	93.02876681	0.032	-46	357.7	0.031
2	93.02888097	0.029	-35	299.9	0.024
2	93.02899512	0.042	-35.3	190.9	0.038
2	93.02910928	0.075	-40.7	141.7	0.074
2	93.02922343	0.101	-42.9	96.5	0.098
2	93.02945174	999	999	999	999
2	93.0295659	0.103	-42.4	74.8	0.103
2	93.02968005	0.108	-41.2	72.8	0.108
2	93.02979421	0.092	-38.1	65.4	0.091
2	93.02990836	0.083	-39	52.9	0.083
2	93.03002252	0.066	-34.5	58.2	0.065
2	93.03013667	0.054	-27.5	47.3	0.053
2	93.03025083	0.059	-32.5	46.9	0.058
2	93.03036498	0.061	-28.4	57	0.06
2	93.03047914	0.049	-24.3	57.8	0.048
2	93.03059329	0.069	-26.8	64.5	0.066
2	93.03070745	0.09	-36	54.5	0.089
2	93.03082161	0.073	-31.3	59.3	0.072
2	93.03093576	0.069	-28.9	71.3	0.068
2	93.03104992	0.052	-31.2	73	0.052
2	93.03150654	999	999	999	999
2	93.03162069	0.04	-13.1	83.3	0.038
2	93.03173485	0.028	-0.9	88.4	0.026
2	93.031849	0.025	-27.7	82.2	0.02
2	93.03196316	0.04	7.4	189.3	0.038
